CATEGORY,SIZE,PRICE,CONTENT RATING,TYPE,INSTALLS,RATING,Free,Paid,REVIEWS
Lifestyle,26.0,0.0,Everyone,Free,50000,4.1,1,0,438.0
Family,81.0,0.0,Everyone,Free,10000,4.5,1,0,64.0
Entertainment,0.0,0.0,Everyone,Free,100000,4.6,1,0,732.0
Family,30.0,0.0,Everyone,Free,1000000,4.2,1,0,26426.0
Family,22.0,0.0,Everyone,Free,10000000,4.1,1,0,51895.0
Family,19.0,0.0,Everyone,Free,10000000,4.1,1,0,38021.0
Family,46.0,0.0,Everyone,Free,500000,4.5,1,0,6404.0
Parenting,6.6,0.0,Everyone,Free,10000,4.1,1,0,99.0
Family,85.0,0.0,Everyone,Free,100000,3.8,1,0,515.0
Family,8.9,0.0,Everyone,Free,500000,4.5,1,0,1455.0
Family,38.0,0.0,Everyone,Free,5000000,4.3,1,0,24936.0
Parenting,4.4,0.0,Everyone,Free,100000,4.6,1,0,349.0
Education,0.0,0.0,Everyone,Free,100000,4.4,1,0,2078.0
Education,11.0,0.0,Everyone,Free,500000,3.8,1,0,2469.0
Art And Design,3.1,0.0,Everyone,Free,10000,4.7,1,0,121.0
Photography,10.0,0.0,Everyone,Free,1000000,4.6,1,0,15700.0
Parenting,6.4,0.0,Everyone,Free,100000,4.1,1,0,559.0
Communication,0.0,0.0,Teen,Free,100000000,4.3,1,0,2451136.0
Game,99.0,0.0,Mature,Free,10000000,4.4,1,0,579519.0
Family,9.2,0.0,Everyone,Free,1000,4.4,1,0,11.0
Medical,28.0,0.0,Everyone,Free,100,5.0,1,0,5.0
Video Players,32.0,0.0,Everyone,Free,50000000,4.5,1,0,1013867.0
Family,12.0,0.0,Everyone,Free,50000,3.6,1,0,445.0
Family,64.0,0.0,Teen,Free,10000000,4.2,1,0,306652.0
Family,0.8,0.0,Everyone,Free,100,4.0,1,0,4.0
Family,14.0,2.99,Everyone,Paid,10000,4.4,0,1,766.0
Family,28.0,0.0,Teen,Free,100000,4.3,1,0,5623.0
Family,92.0,0.0,Teen,Free,1000000,4.3,1,0,34898.0
Books And Reference,6.3,0.0,Everyone,Free,10000,4.4,1,0,98.0
Lifestyle,8.7,0.0,Everyone,Free,5000,4.5,1,0,82.0
News And Magazines,22.0,0.0,Everyone,Free,1000,4.5,1,0,55.0
Travel And Local,22.0,0.0,Everyone,Free,5,4.5,1,0,0.0
Family,5.0,0.0,Everyone,Free,50000,3.5,1,0,191.0
House And Home,5.8,0.0,Everyone,Free,50000,4.0,1,0,515.0
Food And Drink,0.0,0.0,Everyone,Free,1000000,4.6,1,0,22015.0
Weather,4.8,0.0,Everyone,Free,500000,4.6,1,0,36900.0
Weather,19.0,0.0,Everyone,Free,1000000,3.6,1,0,7623.0
News And Magazines,5.7,0.0,Everyone,Free,100000,4.0,1,0,3647.0
Game,60.0,0.0,Everyone,Free,10000000,4.5,1,0,461875.5
Game,9.1,0.0,Everyone,Free,50000,3.1,1,0,440.0
Family,25.0,0.0,Teen,Free,10000,4.2,1,0,254.0
Family,49.0,0.0,Teen,Free,1000000,4.4,1,0,148826.0
Communication,1.1,2.49,Everyone,Paid,1000,4.6,0,1,94.0
Shopping,57.0,0.0,Everyone,Free,5000000,4.5,1,0,79261.0
Personalization,4.1,0.0,Everyone,Free,50000000,4.2,1,0,290241.0
Personalization,12.0,0.99,Everyone,Paid,100000,4.6,0,1,14026.0
News And Magazines,5.0,0.0,Everyone,Free,100,5.0,1,0,10.0
Business,1.6,0.0,Everyone,Free,10,5.0,1,0,3.0
Books And Reference,67.0,0.0,Everyone,Free,1000000,4.8,1,0,29551.0
Game,40.0,0.0,Teen,Free,10000,4.7,1,0,703.0
Family,1.8,0.0,Everyone,Free,100000,4.4,1,0,634.0
Business,96.0,0.0,Everyone,Free,500,4.4,1,0,17.0
Family,59.0,0.0,Everyone,Free,100000,4.2,1,0,6418.0
Shopping,32.0,0.0,Everyone,Free,1000000,4.7,1,0,10318.0
Books And Reference,27.0,0.0,Everyone,Free,10000,4.8,1,0,238.0
Shopping,27.0,0.0,Everyone,Free,5000000,4.3,1,0,38961.0
Personalization,18.0,0.0,Everyone,Free,50000,4.3,1,0,1098.0
Productivity,13.0,0.0,Everyone,Free,1000,4.6,1,0,38.0
Events,4.4,0.0,Everyone,Free,100000,4.4,1,0,4298.0
Game,0.0,0.0,Teen,Free,10000000,4.0,1,0,271214.0
News And Magazines,8.7,0.0,Everyone,Free,1000000,4.2,1,0,40167.0
Auto And Vehicles,58.0,0.0,Everyone,Free,1000,4.3,1,0,47.0
Health And Fitness,10.0,0.0,Everyone,Free,100,4.3,1,0,2.0
Game,42.0,0.0,Teen,Free,100000,4.2,1,0,3946.0
Game,99.0,0.0,Mature,Free,1000000,4.0,1,0,30008.0
Family,0.0,0.0,Everyone,Free,1000000,4.3,1,0,10088.0
Lifestyle,49.0,0.0,Everyone,Free,5000000,4.0,1,0,45224.0
Game,99.0,0.0,Mature,Free,1000000,4.2,1,0,17453.0
News And Magazines,10.0,0.0,Everyone,Free,100000,3.6,1,0,3311.0
Photography,82.0,0.0,Everyone,Free,1000000,4.7,1,0,50424.0
Events,14.0,0.0,Everyone,Free,100000,4.6,1,0,3874.0
Photography,2.5,3.49,Everyone,Paid,10,3.0,0,1,1.0
Photography,2.3,0.0,Everyone,Free,100,3.0,1,0,0.0
Finance,14.0,0.0,Everyone,Free,1000,3.0,1,0,31.0
Tools,4.3,0.0,Everyone,Free,10000000,4.4,1,0,207706.0
Tools,31.0,0.0,Everyone,Free,500,4.2,1,0,5.0
Family,5.8,4.99,Teen,Paid,50000,4.2,0,1,2557.0
Family,8.0,4.99,Teen,Paid,100000,4.1,0,1,10758.0
Family,63.0,0.0,Everyone,Free,10000000,4.3,1,0,139545.0
Family,6.9,4.99,Everyone,Paid,10000,4.4,0,1,854.0
Family,91.0,0.0,Everyone,Free,1000000,4.5,1,0,23671.0
Family,73.0,0.0,Everyone,Free,50000000,4.1,1,0,672646.0
Entertainment,7.2,0.0,Teen,Free,1000000,3.7,1,0,17247.0
Family,7.2,0.0,Teen,Free,1000000,3.7,1,0,17250.0
Lifestyle,6.1,0.0,Everyone,Free,100000,3.4,1,0,377.0
Tools,1.8,0.0,Everyone,Free,1000000,3.4,1,0,2420.0
Tools,0.6,0.0,Everyone,Free,500000,3.7,1,0,2992.0
Health And Fitness,25.0,0.0,Everyone,Free,10000000,3.3,1,0,20098.0
Tools,3.4,0.0,Everyone,Free,10000,3.5,1,0,154.0
House And Home,3.1,0.0,Everyone,Free,100000,3.5,1,0,160.0
House And Home,18.0,0.0,Everyone,Free,1000000,4.2,1,0,7573.0
Video Players,47.0,0.0,Teen,Free,50000000,4.6,1,0,921868.0
Photography,0.0,0.0,Everyone,Free,100000000,4.3,1,0,1517382.0
Family,50.0,0.0,Everyone,Free,5000000,4.0,1,0,250257.0
Personalization,21.0,0.0,Everyone,Free,10000000,4.4,1,0,733838.0
Comics,0.0,0.0,Teen,Free,10000000,4.5,1,0,1013789.5
Communication,0.0,0.0,Everyone,Free,500000000,4.2,1,0,10790190.5
Dating,4.5,0.0,Mature,Free,10000,4.7,1,0,478.0
Dating,15.0,0.0,Mature,Free,10000,3.7,1,0,101.0
Productivity,0.0,0.0,Everyone,Free,10000000,4.5,1,0,208543.0
Entertainment,7.7,0.0,Teen,Free,1000000,4.4,1,0,67554.0
Social,68.0,0.0,Mature,Free,10000000,4.0,1,0,852455.0
Medical,1.3,39.99,Everyone,Paid,100,4.0,0,1,6.0
Books And Reference,0.6,0.0,Everyone,Free,1000,4.0,1,0,8.0
Books And Reference,2.9,0.0,Everyone,Free,500,4.0,1,0,10.0
Shopping,14.0,0.0,Everyone,Free,500000,4.5,1,0,5123.0
Sports,29.0,0.0,Everyone,Free,10000000,4.5,1,0,180938.0
Family,8.2,0.0,Everyone,Free,50000,4.4,1,0,265.0
Books And Reference,9.8,0.0,Everyone,Free,50000,4.5,1,0,314.0
Medical,2.8,2.99,Everyone,Paid,10000,4.5,0,1,133.0
Medical,28.0,0.0,Everyone,Free,10000,3.6,1,0,27.0
Medical,22.0,0.0,Everyone,Free,10,5.0,1,0,1.0
Medical,2.0,0.0,Everyone,Free,100000,4.3,1,0,573.0
Health And Fitness,8.5,0.0,Everyone,Free,1000000,4.0,1,0,12906.0
Beauty,9.9,0.0,Mature,Free,10000,4.0,1,0,30.0
Comics,35.0,0.0,Everyone,Free,100000,4.6,1,0,4895.0
Finance,5.5,0.0,Everyone,Free,50000,4.0,1,0,732.0
Lifestyle,8.6,0.0,Everyone,Free,50,5.0,1,0,3.0
Shopping,0.0,0.0,Everyone,Free,1000000,4.4,1,0,61392.0
Libraries And Demo,1.8,0.0,Everyone,Free,1000,4.4,1,0,5.0
Medical,28.0,74.99,Everyone,Paid,1000,4.4,0,1,10.0
Family,72.0,4.99,Everyone,Paid,1000,4.7,0,1,185.0
Photography,6.9,2.99,Everyone,Paid,100000,4.3,0,1,12865.0
Health And Fitness,51.0,0.0,Everyone,Free,100000,4.1,1,0,3405.0
Productivity,8.3,0.0,Everyone,Free,10000,3.1,1,0,67.0
Sports,14.0,0.0,Everyone,Free,500,4.9,1,0,10.0
Game,87.0,0.0,Teen,Free,10000000,4.5,1,0,2310350.5
Family,78.0,0.0,Teen,Free,50000000,4.2,1,0,853495.0
Game,98.0,0.0,Teen,Free,5000000,4.4,1,0,93033.0
Travel And Local,13.0,0.0,Everyone,Free,1000000,4.1,1,0,2419.0
House And Home,8.7,0.0,Everyone,Free,10000,4.1,1,0,174.0
News And Magazines,3.0,0.0,Everyone,Free,10000,4.5,1,0,104.0
Family,5.7,0.0,Everyone,Free,1000,4.7,1,0,19.0
Parenting,4.9,0.0,Everyone,Free,10000,4.6,1,0,60.0
Dating,13.0,0.0,Mature,Free,10,4.6,1,0,0.0
Entertainment,20.0,0.0,Teen,Free,100000,4.3,1,0,1856.0
Personalization,18.0,0.0,Everyone,Free,1000000,4.5,1,0,102923.0
Personalization,3.4,0.0,Everyone,Free,500000,4.5,1,0,13466.0
Personalization,11.0,0.0,Everyone,Free,100000,4.0,1,0,649.0
Personalization,6.1,0.0,Everyone,Free,1000000,4.1,1,0,12008.0
Game,47.0,0.0,Teen,Free,500000,4.5,1,0,13118.0
Shopping,0.0,0.0,Everyone,Free,50000000,4.2,1,0,1573054.0
News And Magazines,18.0,0.0,Everyone,Free,1000,4.2,1,0,25.0
Books And Reference,4.1,0.0,Everyone,Free,500,4.2,1,0,3.0
News And Magazines,0.0,0.0,Everyone,Free,5000000,4.2,1,0,83558.0
Finance,5.8,0.0,Everyone,Free,5000,4.1,1,0,54.0
Sports,40.0,0.0,Everyone,Free,5000000,4.5,1,0,68072.0
Game,99.0,0.99,Teen,Paid,1000000,4.4,0,1,32496.0
Sports,13.0,0.0,Everyone,Free,500000,4.3,1,0,14123.0
Business,10.0,89.99,Everyone,Paid,10,4.3,0,1,6.0
Education,14.0,0.0,Everyone,Free,5000000,4.4,1,0,55256.0
Family,4.2,0.0,Everyone,Free,10000,4.6,1,0,27.0
Family,0.8,0.0,Everyone,Free,5000,4.7,1,0,27.0
Family,42.0,0.0,Everyone,Free,1000000,4.0,1,0,7243.0
Family,0.0,0.0,Everyone,Free,50000,4.7,1,0,3049.0
Family,3.7,0.0,Everyone,Free,10000,4.3,1,0,43.0
Family,11.0,0.0,Everyone,Free,50000,4.5,1,0,349.0
Family,8.6,0.0,Everyone,Free,100000,4.0,1,0,1320.0
Education,5.3,0.0,Everyone,Free,1000000,4.6,1,0,73404.0
Family,5.3,0.0,Everyone,Free,1000000,4.6,1,0,73404.0
Books And Reference,5.7,0.0,Everyone,Free,5000,4.1,1,0,10.0
Family,21.0,2.49,Everyone,Paid,1,4.1,0,1,0.0
Family,5.0,0.0,Everyone,Free,500,4.3,1,0,9.0
Family,53.0,0.0,Everyone,Free,500000,4.5,1,0,7881.0
Family,54.0,0.0,Everyone,Free,10000000,4.5,1,0,205914.0
Education,14.0,0.0,Everyone,Free,5000000,4.6,1,0,172640.0
Education,2.5,0.0,Everyone,Free,500000,4.5,1,0,1929.0
Education,21.0,0.0,Everyone,Free,100000,4.3,1,0,423.0
Education,6.5,0.0,Everyone,Free,1000000,4.6,1,0,75112.0
Family,7.0,0.0,Everyone,Free,100000,4.2,1,0,6133.0
Education,0.0,0.0,Everyone,Free,1000000,4.2,1,0,5695.0
Education,3.3,0.0,Everyone,Free,10000000,4.7,1,0,314299.5
Family,79.0,0.0,Everyone,Free,5000,4.0,1,0,25.0
Education,5.4,0.0,Everyone,Free,1000000,4.7,1,0,61749.0
Family,0.0,4.99,Teen,Paid,50000,4.7,0,1,1719.0
Education,26.0,0.0,Everyone,Free,1000000,4.9,1,0,133136.0
Education,5.4,0.0,Everyone,Free,1000000,4.7,1,0,52743.0
Education,5.4,0.0,Everyone,Free,1000000,4.6,1,0,25183.0
Family,60.0,0.0,Everyone,Free,100000,4.2,1,0,840.0
Communication,0.6,0.0,Everyone,Free,5000,4.0,1,0,27.0
Family,4.4,1.99,Everyone,Paid,1000,4.7,0,1,143.0
Family,12.0,1.49,Everyone,Paid,100,4.7,0,1,3.0
Family,2.9,0.0,Everyone,Free,1000,3.5,1,0,6.0
Family,2.2,0.0,Everyone,Free,10000,4.1,1,0,17.0
Books And Reference,29.0,0.0,Everyone,Free,10,4.1,1,0,0.0
Family,5.7,0.0,Everyone,Free,50,4.1,1,0,1.0
Books And Reference,9.2,0.0,Everyone,Free,5000,4.1,1,0,11.0
Books And Reference,20.0,0.0,Everyone,Free,500,4.1,1,0,2.0
Books And Reference,13.0,0.0,Everyone,Free,500,4.1,1,0,0.0
Education,5.3,0.0,Everyone,Free,1000000,4.7,1,0,19277.0
Education,3.2,0.0,Everyone,Free,1000000,4.7,1,0,32346.0
Family,10.0,0.0,Everyone,Free,1000000,4.4,1,0,7320.0
Family,9.6,0.0,Everyone,Free,1000000,4.5,1,0,3323.0
Art And Design,2.7,0.0,Everyone,Free,5000,3.2,1,0,55.0
Family,3.4,0.0,Everyone,Free,1000000,4.7,1,0,61600.0
Family,35.0,0.0,Everyone,Free,10000,4.8,1,0,23.0
Education,0.0,0.0,Everyone,Free,10000000,4.7,1,0,1107911.6666666667
Education,0.0,0.0,Everyone,Free,1000000,4.1,1,0,12733.0
Parenting,85.0,0.0,Everyone,Free,10000,4.1,1,0,31.0
Family,0.0,0.0,Everyone,Free,5000000,4.0,1,0,20763.0
Education,7.0,0.0,Everyone,Free,1000000,4.4,1,0,33646.0
Family,60.0,0.0,Everyone,Free,1000000,3.9,1,0,5933.0
Family,8.5,0.0,Everyone,Free,100000,3.9,1,0,623.0
Parenting,15.0,0.0,Everyone,Free,50000,3.9,1,0,67.0
Family,30.0,0.0,Everyone,Free,5000000,4.5,1,0,75719.0
Social,0.0,0.0,Everyone,Free,10000000,4.5,1,0,228737.0
Sports,27.0,0.0,Everyone,Free,1000000,4.1,1,0,79464.0
Family,69.0,0.0,Teen,Free,1000000,4.3,1,0,143087.0
Lifestyle,8.1,0.0,Everyone,Free,1000,4.9,1,0,66.0
Medical,15.0,0.0,Everyone,Free,100,4.9,1,0,2.0
Photography,2.4,0.0,Everyone,Free,1000,2.6,1,0,8.0
Photography,2.3,0.0,Everyone,Free,10000,3.1,1,0,133.0
Tools,2.2,0.0,Everyone,Free,50000,4.7,1,0,76.0
Lifestyle,7.6,0.0,Everyone,Free,50000,3.0,1,0,552.0
Family,27.0,0.0,Everyone,Free,1000000,4.5,1,0,47644.0
Game,57.0,0.0,Teen,Free,100000000,4.3,1,0,798522.0
Game,52.0,0.0,Teen,Free,50000000,4.3,1,0,771001.0
Game,0.0,0.0,Teen,Free,50000000,4.3,1,0,696019.0
Education,6.9,0.0,Everyone,Free,500000,4.0,1,0,3847.0
Social,11.0,0.0,Mature,Free,1000000,4.5,1,0,63765.0
Family,1.1,0.0,Everyone,Free,5000,4.3,1,0,36.0
Family,60.0,0.0,Everyone,Free,10000,4.6,1,0,32.0
Game,23.0,0.0,Everyone,Free,1000000,3.4,1,0,9051.0
Family,9.9,0.0,Everyone,Free,100000,4.3,1,0,979.0
Family,9.9,0.0,Everyone,Free,100000,4.6,1,0,302.0
Lifestyle,0.9,0.0,Teen,Free,10,4.6,1,0,0.0
Comics,15.0,0.0,Teen,Free,1000000,3.0,1,0,28447.0
Medical,1.2,0.0,Everyone,Free,10000,2.4,1,0,102.0
Family,2.9,0.0,Everyone,Free,50000,3.1,1,0,306.0
Family,3.7,0.0,Everyone,Free,10000000,3.9,1,0,80313.0
Family,6.9,0.0,Everyone,Free,10000000,4.4,1,0,222308.0
Shopping,13.0,0.0,Everyone,Free,1000000,4.5,1,0,30834.0
Lifestyle,7.6,0.0,Everyone,Free,50,4.5,1,0,1.0
Family,76.0,0.0,Everyone,Free,100000,3.9,1,0,519.0
Entertainment,19.0,0.0,Teen,Free,1000000,4.0,1,0,35929.5
Photography,8.5,0.0,Everyone,Free,1000,4.0,1,0,26.0
Personalization,24.0,0.99,Everyone,Paid,10000,4.6,0,1,252.0
Shopping,26.0,0.0,Teen,Free,5000000,4.0,1,0,41986.0
Photography,12.0,1.99,Everyone,Paid,10000,4.6,0,1,617.0
Photography,13.0,0.0,Everyone,Free,1000000,4.1,1,0,5485.0
Photography,17.0,0.0,Everyone,Free,10000000,4.7,1,0,259450.0
Communication,2.3,0.0,Everyone,Free,500000,4.1,1,0,12578.0
Family,94.0,0.0,Teen,Free,500000,4.4,1,0,17069.0
Family,43.0,0.0,Everyone,Free,1000000,3.6,1,0,8091.0
Tools,9.7,0.0,Everyone,Free,1000000,4.2,1,0,13005.0
Sports,14.0,0.0,Everyone,Free,50000,4.3,1,0,1387.0
Sports,14.0,0.0,Teen,Free,50000,4.3,1,0,1539.0
Game,99.0,0.0,Teen,Free,5000000,4.2,1,0,187972.0
Social,0.0,0.0,Everyone,Free,100000000,4.2,1,0,1225353.0
Education,18.0,0.0,Everyone,Free,1000000,4.6,1,0,7973.0
Sports,18.0,0.0,Everyone,Free,100000,4.7,1,0,950.0
Medical,26.0,0.0,Everyone,Free,50000,3.8,1,0,343.0
Family,18.0,0.0,Everyone,Free,100000,3.6,1,0,569.0
Video Players,2.9,0.0,Everyone,Free,100,3.6,1,0,1.0
Education,3.9,0.0,Everyone,Free,100000,4.3,1,0,1516.0
Parenting,5.8,0.0,Everyone,Free,5000,4.7,1,0,69.0
Social,2.8,0.0,Teen,Free,10000,3.8,1,0,108.0
Communication,4.3,0.0,Teen,Free,1000000,4.3,1,0,76498.0
Books And Reference,15.0,0.0,Teen,Free,100000,4.6,1,0,7831.0
Family,30.0,0.0,Everyone,Free,10000000,4.4,1,0,344383.0
Food And Drink,30.0,0.0,Everyone,Free,500000,3.3,1,0,1726.0
Family,19.0,0.0,Teen,Free,1000,4.4,1,0,12.0
Family,44.0,0.0,Everyone,Free,1000000,4.2,1,0,3762.0
Family,16.0,0.0,Everyone,Free,1000000,4.2,1,0,17786.0
Tools,3.8,0.0,Everyone,Free,100000,4.6,1,0,3703.0
Tools,3.8,0.99,Everyone,Paid,1000,4.6,0,1,251.0
Family,32.0,0.0,Everyone,Free,1000000,4.2,1,0,3235.0
Family,91.0,0.0,Everyone,Free,100000,4.6,1,0,18893.0
Art And Design,8.0,0.0,Everyone,Free,100000,4.2,1,0,85.0
Personalization,9.1,0.0,Everyone,Free,1000000,4.3,1,0,6626.0
Lifestyle,3.2,0.0,Everyone,Free,5000000,4.6,1,0,116079.0
Travel And Local,3.6,0.0,Everyone,Free,10000000,4.0,1,0,64164.0
Dating,4.9,0.0,Mature,Free,500,4.8,1,0,20.0
Dating,21.0,0.0,Mature,Free,5000,4.7,1,0,14.0
Photography,17.0,0.0,Everyone,Free,1000,2.0,1,0,16.0
Dating,4.7,0.0,Mature,Free,5000,4.8,1,0,125.0
Sports,4.7,0.0,Teen,Free,50000,4.2,1,0,798.0
Game,0.0,0.0,Teen,Free,10000000,4.6,1,0,1123190.0
Family,3.5,0.0,Everyone,Free,10000,4.2,1,0,69.0
Dating,5.0,0.0,Mature,Free,10000,4.6,1,0,185.0
Sports,4.7,0.0,Everyone,Free,10000,4.8,1,0,1660.0
Weather,19.0,0.0,Everyone,Free,1000000,4.5,1,0,13426.0
Weather,17.0,0.0,Everyone,Free,10000,4.8,1,0,892.0
Dating,8.7,0.0,Mature,Free,500,4.8,1,0,1.0
Social,0.0,0.0,Teen,Free,10000000,4.5,1,0,457031.5
Sports,0.0,0.0,Everyone,Free,10000000,4.4,1,0,283662.0
House And Home,5.8,0.0,Everyone,Free,1000000,4.0,1,0,4465.0
House And Home,0.0,0.0,Everyone,Free,1000000,4.6,1,0,39189.0
Shopping,29.0,0.0,Everyone,Free,5000000,4.1,1,0,28523.0
Sports,3.0,2.49,Everyone,Paid,1000,4.6,0,1,200.0
Business,12.0,0.0,Everyone,Free,1000,4.1,1,0,7.0
Weather,6.1,0.0,Everyone,Free,500000,4.5,1,0,3478.0
Weather,12.0,0.0,Everyone,Free,1000000,4.4,1,0,5482.0
Game,13.0,0.99,Everyone,Paid,1000,4.6,0,1,169.0
Tools,4.6,0.0,Everyone,Free,1000000,4.0,1,0,41137.0
Tools,4.7,0.0,Everyone,Free,100000,4.5,1,0,5174.0
Tools,13.0,0.0,Everyone,Free,100000,4.4,1,0,1166.0
Art And Design,14.0,0.0,Everyone,Free,100000,4.0,1,0,450.0
Communication,16.0,0.0,Teen,Free,500000,4.1,1,0,14766.0
Personalization,2.6,0.0,Everyone,Free,500000,3.6,1,0,5525.0
Personalization,0.0,4.99,Everyone,Paid,1000,4.1,0,1,131.0
Lifestyle,33.0,0.0,Everyone,Free,10000,4.4,1,0,132.0
Tools,13.0,0.0,Everyone,Free,100000000,4.4,1,0,951413.0
News And Magazines,12.0,0.0,Everyone,Free,1000000,4.0,1,0,4332.0
Productivity,3.8,0.0,Everyone,Free,1000000,4.7,1,0,17955.0
Game,62.0,0.0,Everyone,Free,1000000,4.6,1,0,48256.0
Medical,30.0,0.0,Everyone,Free,50,4.6,1,0,0.0
Game,14.0,0.0,Teen,Free,50000000,4.4,1,0,3057481.0
Tools,6.7,0.0,Everyone,Free,1000,1.9,1,0,8.0
Health And Fitness,11.0,0.0,Everyone,Free,5000000,4.9,1,0,38098.0
Health And Fitness,8.8,0.0,Everyone,Free,50000,4.6,1,0,199.0
Health And Fitness,0.0,0.0,Everyone,Free,10000000,4.4,1,0,69395.0
Health And Fitness,11.0,0.0,Everyone,Free,10000000,4.8,1,0,220125.0
Game,29.0,0.99,Everyone,Paid,1000000,4.5,0,1,32344.0
Family,1.8,0.0,Everyone,Free,50,4.5,1,0,0.0
Shopping,33.0,0.0,Everyone,Free,5000000,3.6,1,0,8820.0
Family,4.4,0.0,Teen,Free,5000,4.4,1,0,70.0
Family,3.2,0.0,Teen,Free,100000,4.2,1,0,582.0
Tools,41.0,0.0,Everyone,Free,500,1.0,1,0,3.0
News And Magazines,1.8,0.0,Teen,Free,1000000,4.5,1,0,14221.0
Family,25.0,0.0,Mature,Free,10000,4.7,1,0,244.0
Family,40.0,0.0,Everyone,Free,50000000,4.2,1,0,357049.0
Game,40.0,0.0,Everyone,Free,50000000,4.2,1,0,360630.0
Dating,3.3,0.0,Everyone,Free,50,4.2,1,0,14.0
Photography,31.0,0.0,Everyone,Free,10000000,4.3,1,0,251686.0
Game,44.0,0.0,Teen,Free,1000000,4.0,1,0,29462.0
Personalization,2.9,0.0,Everyone,Free,1000000,3.9,1,0,28694.0
Social,2.3,0.0,Everyone,Free,1000000,4.3,1,0,16404.0
Game,93.0,0.0,Everyone,Free,5000000,4.4,1,0,212524.0
Family,72.0,0.0,Everyone,Free,50000,4.3,1,0,1895.0
Social,10.0,0.0,Everyone,Free,1000000,4.6,1,0,33177.0
Family,85.0,0.0,Everyone,Free,100000,4.6,1,0,5546.0
Personalization,7.2,0.0,Everyone,Free,500000,4.3,1,0,2267.0
Medical,2.3,0.0,Everyone,Free,10000,4.2,1,0,28.0
Entertainment,17.0,0.0,Everyone,Free,1000000,4.5,1,0,23063.0
Game,23.0,1.61,Everyone,Paid,1000,4.2,0,1,131.0
Game,28.0,0.0,Everyone,Free,500,4.5,1,0,17.0
Family,19.0,0.0,Everyone,Free,500000,4.2,1,0,3593.0
Libraries And Demo,3.7,0.0,Everyone,Free,100000,4.2,1,0,487.0
Travel And Local,43.0,0.0,Everyone,Free,1000000,3.6,1,0,14544.0
Health And Fitness,6.2,1.99,Everyone,Paid,50000,3.9,0,1,2057.0
Education,0.0,0.0,Everyone,Free,10000000,4.2,1,0,215301.0
Lifestyle,0.0,4.99,Mature,Paid,1000,4.5,0,1,484.0
Lifestyle,0.0,0.0,Mature,Free,100000,4.1,1,0,2954.0
Game,53.0,0.0,Teen,Free,10000,4.1,1,0,355.0
Family,0.0,0.0,Everyone,Free,100000,4.0,1,0,1518.0
Family,46.0,0.0,Everyone,Free,1000000,3.9,1,0,35989.0
Dating,26.0,0.0,Mature,Free,50000,3.9,1,0,742.0
Education,17.0,0.0,Everyone,Free,1000000,4.2,1,0,8599.0
Productivity,3.4,0.0,Everyone,Free,1000000,4.5,1,0,41624.0
Family,2.3,0.0,Everyone,Free,500,5.0,1,0,4.0
Personalization,7.3,0.0,Everyone,Free,1000000,4.4,1,0,37234.0
Tools,1.4,0.0,Everyone,Free,100000,4.2,1,0,2803.0
Personalization,4.9,0.0,Everyone,Free,10000,4.2,1,0,202.0
Communication,4.2,0.0,Everyone,Free,100000,3.5,1,0,400.0
News And Magazines,9.1,0.0,Everyone,Free,10000,4.9,1,0,198.0
Business,44.0,0.0,Everyone,Free,10000,4.4,1,0,236.0
Video Players,15.0,0.0,Everyone,Free,5000,3.3,1,0,30.0
Game,34.0,0.0,Everyone,Free,100000,3.9,1,0,1202.0
Game,44.0,0.0,Everyone,Free,100000,4.4,1,0,596.0
Travel And Local,51.0,0.0,Everyone,Free,1000000,3.6,1,0,7081.0
Travel And Local,0.0,0.0,Everyone,Free,50000000,4.5,1,0,932870.0
Sports,14.0,0.0,Everyone,Free,5000000,3.9,1,0,76340.0
Sports,14.0,0.0,Everyone,Free,5000000,3.9,1,0,76346.0
Communication,15.0,0.0,Everyone,Free,100,3.9,1,0,0.0
Game,0.0,0.0,Teen,Free,10000000,4.2,1,0,304106.0
Game,92.0,0.0,Teen,Free,50000000,4.3,1,0,2468489.0
Family,72.0,0.0,Teen,Free,50000000,4.6,1,0,2354042.0
Family,91.0,0.0,Teen,Free,5000000,4.3,1,0,166312.0
Game,91.0,0.0,Teen,Free,5000000,4.3,1,0,165908.0
Social,1.5,0.0,Teen,Free,100000,3.9,1,0,3047.0
Maps And Navigation,5.6,0.0,Everyone,Free,5000,3.8,1,0,82.0
Tools,1.6,0.0,Everyone,Free,500,4.0,1,0,5.0
Productivity,3.4,8.49,Everyone,Paid,1000,4.0,0,1,130.0
Family,3.6,0.0,Everyone,Free,1000,5.0,1,0,22.0
Family,22.0,0.0,Everyone,Free,5000,3.4,1,0,131.0
Medical,29.0,0.0,Everyone,Free,100,3.4,1,0,0.0
Medical,27.0,0.0,Everyone,Free,100000,3.4,1,0,650.0
Productivity,0.0,0.0,Everyone,Free,50000000,4.0,1,0,549593.5
Game,40.0,1.99,Everyone,Paid,10000,4.0,0,1,267.0
Entertainment,0.0,0.0,Everyone,Free,10000000,4.0,1,0,175528.0
Weather,54.0,0.0,Everyone,Free,5000000,3.9,1,0,100994.0
Auto And Vehicles,23.0,0.0,Everyone,Free,1000,4.9,1,0,73.0
Health And Fitness,12.0,0.0,Everyone,Free,50,5.0,1,0,1.0
Weather,1.1,0.0,Everyone,Free,500000,4.2,1,0,2115.0
Photography,74.0,0.0,Everyone,Free,5000000,4.4,1,0,111066.0
